KEGG_ko	Symbol	Name
ko:K14851	RRP17, NOL12	ribosomal RNA-processing protein 17
ko:K14852	RRS1	regulator of ribosome biosynthesis
ko:K14853	RSA1	ribosome assembly protein 1
ko:K14854	RSA3	ribosome assembly protein 3
ko:K14855	RSA4, NLE1	ribosome assembly protein 4
ko:K14856	SDA1, SDAD1	protein SDA1
ko:K14857	SPB1, FTSJ3	AdoMet-dependent rRNA methyltransferase SPB1 [EC:2.1.1.-]
ko:K14858	SRD1	pre-rRNA-processing protein SRD1
ko:K14859	SSF1_2	ribosome biogenesis protein SSF1/2
ko:K14860	TMA16	translation machinery-associated protein 16
ko:K14861	URB1	nucleolar pre-ribosomal-associated protein 1
ko:K14862	URB2	nucleolar pre-ribosomal-associated protein 2
ko:K14863	WDR12, YTM1	ribosome biogenesis protein
ko:K14864	FTSJ1, TRM7	tRNA (cytidine32/guanosine34-2'-O)-methyltransferase [EC:2.1.1.205]
ko:K14951	ATP13A3_4_5	cation-transporting P-type ATPase 13A3/4/5 [EC:7.2.2.-]
ko:K14960	CXXC1, SPP1, CPS40	COMPASS component SPP1
ko:K14961	RBBP5, SWD1, CPS50	COMPASS component SWD1
ko:K14962	WDR82, SWD2, CPS35	COMPASS component SWD2
ko:K14963	WDR5, SWD3, CPS30	COMPASS component SWD3
ko:K14965,ko:K14968		
ko:K14967	BRE2, CPS60	COMPASS component BRE2
ko:K14969	SHG1, CPS15	COMPASS component SHG1
ko:K14997	SLC38A11	solute carrier family 38 (sodium-coupled neutral amino acid transporter), member 11
ko:K14998	SURF1, SHY1	surfeit locus 1 family protein
ko:K15014	SLC29A1_2_3, ENT1_2_3	solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3
ko:K15015	SLC32A, VGAT	solute carrier family 32 (vesicular inhibitory amino acid transporter)
ko:K15026	EIF2A	translation initiation factor 2A
ko:K15027	EIF2D	translation initiation factor 2D
ko:K15033	ICT1, MRPL58	peptidyl-tRNA hydrolase ICT1 [EC:3.1.1.29]
ko:K15040	VDAC2	voltage-dependent anion channel protein 2
ko:K15053	CHMP7	charged multivesicular body protein 7
ko:K15068	DIA2, POF3	protein DIA2
ko:K15070	MDM30	mitochondrial distribution and morphology protein 30
ko:K15071	RCY1, POF6	recyclin-1
ko:K15072	SAF1	SCF-associated factor 1
ko:K15073	UFO1	ubiquitin ligase complex F-box protein UFO1
ko:K15075	MET18, MMS19	DNA repair/transcription protein MET18/MMS19
ko:K15077	ELA1	elongin-A
ko:K15078	SLX1	structure-specific endonuclease subunit SLX1 [EC:3.6.1.-]
ko:K15079	SLX4	structure-specific endonuclease subunit SLX4
ko:K15080	SAW1	single-strand annealing weakened protein 1
ko:K15081	AMN1	antagonist of mitotic exit network protein 1
ko:K15082	RAD7	DNA repair protein RAD7
ko:K15083	RAD16	DNA repair protein RAD16
ko:K15084	SLC25A16, GDA, LEU5	solute carrier family 25 (mitochondrial carrier protein), member 16
ko:K15100	SLC25A1, CTP	solute carrier family 25 (mitochondrial citrate transporter), member 1
ko:K15102	SLC25A3, PHC, PIC	solute carrier family 25 (mitochondrial phosphate transporter), member 3
ko:K15105	SLC25A12_13, AGC	solute carrier family 25 (mitochondrial aspartate/glutamate transporter), member 12/13
ko:K15108	SLC25A19, DNC, TPC1	solute carrier family 25 (mitochondrial thiamine pyrophosphate transporter), member 19
ko:K15109	SLC25A20_29, CACT, CACL, CRC1	solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29
ko:K15110	SLC25A21, ODC	solute carrier family 25 (mitochondrial 2-oxodicarboxylate transporter), member 21
ko:K15111	SLC25A26	solute carrier family 25 (mitochondrial S-adenosylmethionine transporter), member 26
ko:K15113	SLC25A28_37, MFRN	solute carrier family 25 (mitochondrial iron transporter), member 28/37
ko:K15114	ORT1	mitochondrial ornithine carrier protein
ko:K15115	SLC25A32, MFT	solute carrier family 25 (mitochondrial folate transporter), member 32
ko:K15116	SLC25A33_36, RIM2	solute carrier family 25, member 33/36
ko:K15117	SLC25A34_35, OAC1	solute carrier family 25, member 34/35
ko:K15118	SLC25A38	solute carrier family 25, member 38
ko:K15119	SLC25A39_40	solute carrier family 25, member 39/40
ko:K15128	MED6	mediator of RNA polymerase II transcription subunit 6
ko:K15130	MED8	mediator of RNA polymerase II transcription subunit 8, fungi type
ko:K15132	MED11	mediator of RNA polymerase II transcription subunit 11, fungi type
ko:K15134	SRB4, MED17	mediator of RNA polymerase II transcription subunit 17, fungi type
ko:K15136	SRB5, MED18	mediator of RNA polymerase II transcription subunit 18, fungi type
ko:K15138	ROX3, MED19	mediator of RNA polymerase II transcription subunit 19, fungi type
ko:K15140	SRB6, MED22	mediator of RNA polymerase II transcription subunit 22, fungi type
ko:K15145	MED1	mediator of RNA polymerase II transcription subunit 1, fungi type
ko:K15146	MED4	mediator of RNA polymerase II transcription subunit 4
ko:K15147	MED5, NUT1	mediator of RNA polymerase II transcription subunit 5
ko:K15148	MED7	mediator of RNA polymerase II transcription subunit 7
ko:K15150	CSE2, MED9	mediator of RNA polymerase II transcription subunit 9, fungi type
ko:K15151	MED10, NUT2	mediator of RNA polymerase II transcription subunit 10
ko:K15152	MED21, SRB7	mediator of RNA polymerase II transcription subunit 21
ko:K15153	MED31, SOH1	mediator of RNA polymerase II transcription subunit 31
ko:K15154	MED2	mediator of RNA polymerase II transcription subunit 2
ko:K15155	MED3, HRS1, PGD1	mediator of RNA polymerase II transcription subunit 3
ko:K15156	MED14, RGR1	mediator of RNA polymerase II transcription subunit 14
ko:K15158	GAL11, MED15	mediator of RNA polymerase II transcription subunit 15, fungi type
ko:K15160	SIN4, MED16	mediator of RNA polymerase II transcription subunit 16, fungi type
ko:K15161	CCNC, SSN8	cyclin-C
ko:K15163	SRB8, MED12	mediator of RNA polymerase II transcription subunit 12, fungi type
ko:K15165	SSN2, MED13	mediator of RNA polymerase II transcription subunit 13, fungi type
ko:K15171	SUPT4H1, SPT4	transcription elongation factor SPT4
ko:K15172	SUPT5H, SPT5	transcription elongation factor SPT5
ko:K15174	PAF1	RNA polymerase II-associated factor 1
ko:K15175	CDC73	parafibromin
ko:K15176	CTR9	RNA polymerase-associated protein CTR9
ko:K15177	LEO1	RNA polymerase-associated protein LEO1
ko:K15178	RTF1	RNA polymerase-associated protein RTF1
ko:K15192	BTAF1, MOT1	TATA-binding protein-associated factor [EC:5.6.2.-]
ko:K15193	SPTY2D1, SPT2	protein SPT2
ko:K15196	BRF1, GTF3B	transcription factor IIIB 90 kDa subunit
ko:K15198	BDP1, TFC5	transcription factor TFIIIB component B''
ko:K15202	GTF3C5, TFC1	general transcription factor 3C polypeptide 5 (transcription factor C subunit 1)
ko:K15204	TFC3	transcription factor C subunit 3
ko:K15205	TFC6	transcription factor C subunit 6
ko:K15206	TFC7	transcription factor C subunit 7
ko:K15207	TFC8	transcription factor C subunit 8
ko:K15216	RRN3, TIFIA	RNA polymerase I-specific transcription initiation factor RRN3
ko:K15217	RRN5	RNA polymerase I-specific transcription initiation factor RRN5
ko:K15218	RRN6	RNA polymerase I-specific transcription initiation factor RRN6
ko:K15219	RRN7	RNA polymerase I-specific transcription initiation factor RRN7
ko:K15220	RRN9	RNA polymerase I-specific transcription initiation factor RRN9
ko:K15221	RRN10	RNA polymerase I-specific transcription initiation factor RRN10
ko:K15222	RRN11	RNA polymerase I-specific transcription initiation factor RRN11
ko:K15223	UAF30, SPP27	upstream activation factor subunit UAF30
ko:K15223,ko:K22381		
ko:K15255	PIF1	ATP-dependent DNA helicase PIF1 [EC:5.6.2.3]
ko:K15262	BCP1, BCCIP	protein BCP1
ko:K15263	LYER	cell growth-regulating nucleolar protein
ko:K15264	NSUN5, WBSCR20, RCM1	25S rRNA (cytosine2278-C5)-methyltransferase [EC:2.1.1.311]
ko:K15265	PUS5	21S rRNA pseudouridine2819 synthase [EC:5.4.99.43]
ko:K15267	MTEF1	mitochondrial transcription factor 1
ko:K15271	HFM1, MER3	ATP-dependent DNA helicase HFM1/MER3 [EC:5.6.2.4]
ko:K15275	SLC35B1	solute carrier family 35 (UDP-galactose transporter), member B1
ko:K15278	SLC35B4, YEA4	solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4
ko:K15280	SLC35C2	solute carrier family 35, member C2
ko:K15283	SLC35E1	solute carrier family 35, member E1
ko:K15289	SLC35F5	solute carrier family 35, member F5
ko:K15292	STXBP1, MUNC18-1	syntaxin-binding protein 1
ko:K15296	NAPA, SNAPA, SEC17	alpha-soluble NSF attachment protein
ko:K15303	AKR7	aflatoxin B1 aldehyde reductase
ko:K15304	RANBP3	Ran-binding protein 3
ko:K15306	RANBP1	Ran-binding protein 1
ko:K15308,ko:K18753		
ko:K15322	TSEN2	tRNA-splicing endonuclease subunit Sen2 [EC:4.6.1.16]
ko:K15323	TSEN34	tRNA-splicing endonuclease subunit Sen34 [EC:4.6.1.16]
ko:K15325	SEN15	tRNA-splicing endonuclease subunit Sen15, fungi type
ko:K15326	TSEN54	tRNA-splicing endonuclease subunit Sen54
ko:K15331	TRMT2B, TRM2	tRNA (uracil-5-)-methyltransferase [EC:2.1.1.35]
ko:K15333	TRM3, TARBP1	tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]
ko:K15334	NCL1, TRM4	multisite-specific tRNA:(cytosine-C5)-methyltransferase [EC:2.1.1.202]
ko:K15339		
ko:K15356	GONST1_2, VRG4	GDP-mannose transporter
ko:K15361	WDR48, UAF1	WD repeat-containing protein 48
ko:K15364	NCE4, RMI1	RecQ-mediated genome instability protein 1
ko:K15371	GDH2	glutamate dehydrogenase [EC:1.4.1.2]
ko:K15414	C1QBP	complement component 1 Q subcomponent-binding protein, mitochondrial
ko:K15423	PPP4C	serine/threonine-protein phosphatase 4 catalytic subunit [EC:3.1.3.16]
ko:K15427,ko:K15498		
ko:K15428	DUG1	Cys-Gly metallodipeptidase DUG1 [EC:3.4.13.-]
ko:K15429	TRM5, TRMT5	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
ko:K15430	TRM11, TRMT11	tRNA (guanine10-N2)-methyltransferase [EC:2.1.1.214]
ko:K15435	CPD1	2',3'-cyclic-nucleotide 3'-phosphodiesterase [EC:3.1.4.37]
ko:K15436	TRPO3, MTR10	transportin-3
ko:K15437	AIMP1, ARC1	aminoacyl tRNA synthase complex-interacting multifunctional protein 1
ko:K15440	TAD1, ADAT1	tRNA-specific adenosine deaminase 1 [EC:3.5.4.34]
ko:K15441	TAD2, ADAT2	tRNA-specific adenosine deaminase 2 [EC:3.5.4.-]
ko:K15443	TRM82, WDR4	tRNA (guanine-N(7)-)-methyltransferase subunit TRM82
ko:K15444	TRM9	tRNA (uracil-5-)-methyltransferase TRM9 [EC:2.1.1.229]
ko:K15445	TRMT10, TRM10, RG9MTD	tRNA (guanine9-N1)-methyltransferase [EC:2.1.1.221]
ko:K15446	TRM13, CCDC76	tRNA:m4X modification enzyme [EC:2.1.1.225]
ko:K15447	TRM44, METTL19	tRNASer (uridine44-2'-O)-methyltransferase [EC:2.1.1.211]
ko:K15448	TRM112, TRMT112	multifunctional methyltransferase subunit TRM112
ko:K15449	TYW1	tRNA wybutosine-synthesizing protein 1 [EC:4.1.3.44]
ko:K15450	TYW3	tRNA wybutosine-synthesizing protein 3 [EC:2.1.1.282]
ko:K15451	PPM2, LCMT2, TYW4	tRNA wybutosine-synthesizing protein 4 [EC:2.1.1.290 2.3.1.231]
ko:K15453	PUS6	tRNA pseudouridine31 synthase [EC:5.4.99.42]
ko:K15455	DPH3, KTI11	diphthamide biosynthesis protein 3
ko:K15456	KTI12	protein KTI12
ko:K15457	SAP155	SIT4-associating protein SAP155
ko:K15457,ko:K15458		
ko:K15457,ko:K15458,ko:K15501		
ko:K15462	KTI13, ATS1	protein ATS1
ko:K15463	RIT1	tRNA A64-2'-O-ribosylphosphate transferase [EC:2.4.2.-]
ko:K15505	RAD5	DNA repair protein RAD5 [EC:5.6.2.-]
ko:K15529	POA1	ADP-ribose 1''-phosphate phosphatase [EC:3.1.3.84]
ko:K15541	MPE1	protein MPE1
ko:K15542	PFS2	polyadenylation factor subunit 2
ko:K15543	REF2	RNA end formation protein 2
ko:K15544	SSU72	RNA polymerase II subunit A C-terminal domain phosphatase SSU72 [EC:3.1.3.16]
ko:K15559	RTT103	regulator of Ty1 transposition protein 103
ko:K15560	NRD1	protein NRD1
ko:K15561	NAB3	nuclear polyadenylated RNA-binding protein 3
ko:K15562	BUR1, SGV1	serine/threonine-protein kinase BUR1 [EC:2.7.11.22 2.7.11.23]
ko:K15563	BUR2	protein BUR2
ko:K15565	CTK3	CTD kinase subunit gamma
ko:K15620	GOLPH3, GPP34	golgi phosphoprotein 3
ko:K15627	ASPSCR1, ASPL	tether containing UBX domain for GLUT4
ko:K15628	PXA	ATP-binding cassette, subfamily D (ALD), peroxisomal long-chain fatty acid import protein [EC:7.6.2.4]
ko:K15634	gpmB	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]
ko:K15710	SHPRH	E3 ubiquitin-protein ligase SHPRH [EC:5.6.2.- 2.3.2.27]
ko:K15728	LPIN	phosphatidate phosphatase LPIN [EC:3.1.3.4]
ko:K15731	CTDSP	carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase [EC:3.1.3.16]
ko:K15732	CTDP1, FCP1	RNA polymerase II subunit A C-terminal domain phosphatase [EC:3.1.3.16]
ko:K15859	SKN7	osomolarity two-component system, response regulator SKN7
ko:K15901	TPRKB, CGI121	EKC/KEOPS complex subunit TPRKB/CGI121
ko:K15902	LAGE3, PCC1	EKC/KEOPS complex subunit LAGE3/PCC1
ko:K15903	GON7, PCC2	EKC/KEOPS complex subunit GON7
ko:K15908	EAP1	protein EAP1
ko:K15918	GLYK	D-glycerate 3-kinase [EC:2.7.1.31]
ko:K16055	TPS	trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]
ko:K16066	ydfG	3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-]
ko:K16073	ALR, MNR	magnesium transporter
ko:K16075	MRS2, MFM1	magnesium transporter
ko:K16185	RRAGA_B	Ras-related GTP-binding protein A/B
ko:K16186	RRAGC_D	Ras-related GTP-binding protein C/D
ko:K16196	EIF2AK4	eukaryotic translation initiation factor 2-alpha kinase 4 [EC:2.7.11.1]
ko:K16216	yueD	benzil reductase ((S)-benzoin forming) [EC:1.1.1.320]
ko:K16219	NTMT1, METTL11A, NTM1	protein N-terminal methyltransferase [EC:2.1.1.244]
ko:K16230	HAC1	transcriptional activator HAC1
ko:K16261	YAT	yeast amino acid transporter
ko:K16302	CNNM	metal transporter CNNM
ko:K16314	ELM1	serine/threonine-protein kinase ELM1 [EC:2.7.11.1]
ko:K16315	GSG2	serine/threonine-protein kinase haspin [EC:2.7.11.1]
ko:K16329,ko:K16330		
ko:K16365	SGTA	small glutamine-rich tetratricopeptide repeat-containing protein alpha
ko:K16368	DGK1	diacylglycerol kinase (CTP) [EC:2.7.1.174]
ko:K16369	CHO2	phosphatidylethanolamine N-methyltransferase [EC:2.1.1.17]
ko:K16466	CETN3, CDC31	centrin-3
ko:K16569	TUBGCP2, GCP2	gamma-tubulin complex component 2
ko:K16570	TUBGCP3, GCP3	gamma-tubulin complex component 3
ko:K16575	ACTR1, ARP1	centractin
ko:K16578	CLASP1_2	CLIP-associating protein 1/2
ko:K16675,ko:K20030		
ko:K16732	PRC1, ASE1, MAP65	Ase1/PRC1/MAP65 family protein
ko:K16733,ko:K19839		
ko:K16794	PAFAH1B1, LIS1	platelet-activating factor acetylhydrolase IB subunit alpha
ko:K16803	CKAP5	cytoskeleton-associated protein 5
ko:K16833	PPP1R2, IPP2	protein phosphatase inhibitor 2
ko:K16912	LAS1	ribosomal biogenesis protein LAS1
ko:K16938	SEPT3_9_12	septin 3/9/12
ko:K16944	SEPT7, CDC3	septin 7
ko:K16945	CDC11	cell division control protein 11
ko:K16945,ko:K16946		
ko:K16945,ko:K16947		
ko:K16948	CDC12	cell division control protein 12
ko:K17053	ABP140	tRNAThr (cytosine32-N3)-methyltransferase [EC:2.1.1.268]
ko:K17065	DNM1L	dynamin 1-like protein [EC:3.6.5.5]
ko:K17069	MET17	O-acetylhomoserine/O-acetylserine sulfhydrylase [EC:2.5.1.49 2.5.1.47]
ko:K17080	PHB1	prohibitin 1
ko:K17081	PHB2	prohibitin 2
ko:K17086	TM9SF2_4	transmembrane 9 superfamily member 2/4
ko:K17103	CHO1, pssA	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]
ko:K17255	GDI1_2	Rab GDP dissociation inhibitor
ko:K17260	ACTR2, ARP2	actin-related protein 2
ko:K17261	CAP1_2, SRV2	adenylyl cyclase-associated protein
ko:K17262	TBCB, CKAP1, ALF1	tubulin-specific chaperone B
ko:K17267	COPG	coatomer subunit gamma
ko:K17268	COPE	coatomer subunit epsilon
ko:K17275	PLS1	plastin-1
ko:K17278	PGRMC1_2	membrane-associated progesterone receptor component
ko:K17279	REEP5_6	receptor expression-enhancing protein 5/6
ko:K17290	HTATIP2	oxidoreductase [EC:1.1.1.-]
ko:K17292	TBCA	tubulin-specific chaperone A
ko:K17301	COPB1, SEC26	coatomer subunit beta
ko:K17302	COPB2, SEC27	coatomer subunit beta'
ko:K17361	ACOT9	acyl-coenzyme A thioesterase 9 [EC:3.1.2.-]
ko:K17402	MRPS23	small subunit ribosomal protein S23
ko:K17408	DAP3, MRPS29	small subunit ribosomal protein S29
ko:K17411	MRPS33	small subunit ribosomal protein S33
ko:K17413	MRPS35	small subunit ribosomal protein S35
ko:K17415	MRP21	small subunit ribosomal protein MRP21
ko:K17417	YMR31	small subunit ribosomal protein YMR-31
ko:K17421	MRPL40	large subunit ribosomal protein L40
ko:K17422	MRPL41	large subunit ribosomal protein L41
ko:K17424	MRPL43	large subunit ribosomal protein L43
ko:K17425	MRPL44	large subunit ribosomal protein L44 [EC:3.1.26.-]
ko:K17427	MRPL46	large subunit ribosomal protein L46
ko:K17428	MRPL47, NCM1	large subunit ribosomal protein L47
ko:K17430	MRPL49, NOF1	large subunit ribosomal protein L49
ko:K17434	MRPL53	large subunit ribosomal protein L53
ko:K17435	MRPL54	large subunit ribosomal protein L54
ko:K17437	MRPL15	large subunit ribosomal protein L15
ko:K17438	MRPL25	large subunit ribosomal protein L25
ko:K17439	MRPL35	large subunit ribosomal protein L35
ko:K17440	MRP49	large subunit ribosomal protein MRP49
ko:K17450	ACO2	homoaconitase [EC:4.2.1.-]
ko:K17491	SMEK, PPP4R3	protein phosphatase 4 regulatory subunit 3
ko:K17496	TIM50	mitochondrial import inner membrane translocase subunit TIM50
ko:K17497	PMM	phosphomannomutase [EC:5.4.2.8]
ko:K17498	SPN1, IWS1	transcription factor SPN1
ko:K17508	PTC7, PPTC7	protein phosphatase PTC7 [EC:3.1.3.16]
ko:K17541	SCYL2	SCY1-like protein 2
ko:K17550	PPP1R7, SDS22	protein phosphatase 1 regulatory subunit 7
ko:K17553	PPP1R11	protein phosphatase 1 regulatory subunit 11
ko:K17560	URI1	unconventional prefoldin RPB5 interactor 1
ko:K17583	NOM1	nucleolar MIF4G domain-containing protein 1
ko:K17600	VPS54	vacuolar protein sorting-associated protein 54
ko:K17605	PPP2R4, PTPA	serine/threonine-protein phosphatase 2A activator
ko:K17606	IGBP1, TAP42	immunoglobulin-binding protein 1
ko:K17607	TIPRL, TIP41	type 2A phosphatase activator TIP41
ko:K17615	PPG1	serine/threonine-protein phosphatase PPG1 [EC:3.1.3.16]
ko:K17617	CTDNEP1, DULLARD, NEM1	CTD nuclear envelope phosphatase 1 [EC:3.1.3.16]
ko:K17619	MDP1	magnesium-dependent phosphatase 1 [EC:3.1.3.48 3.1.3.-]
ko:K17623	PUDP, HDHD1	pseudouridine 5'-phosphatase [EC:3.1.3.96]
ko:K17637	EXOC2, SEC5	exocyst complex component 2
ko:K17644	AFLD, NOR-1	norsolorinic acid ketoreductase [EC:1.1.1.349]
ko:K17647	VRDA	versiconal hemiacetal acetate reductase [EC:1.1.1.353]
ko:K17656	MSS51	mitochondrial splicing suppressor protein 51
ko:K17657	MRS1	mitochondrial RNA-splicing protein MRS1
ko:K17660	CBP1	cytochrome b pre-mRNA-processing protein 1
ko:K17661	CBP2	cytochrome b pre-mRNA-processing protein 2
ko:K17663	CBP6	cytochrome b pre-mRNA-processing protein 6
ko:K17664	CBS1	cytochrome b translational activator protein CBS1, mitochondrial
ko:K17665	CBS2	cytochrome b translational activator protein CBS2, mitochondrial
ko:K17666	PET54	protein PET54, mitochondrial
ko:K17667	PET111	protein PET111, mitochondrial
ko:K17668	PET122	protein PET122, mitochondrial
ko:K17669	PET309	pentatricopeptide repeat-containing protein PET309
ko:K17670	PET494	COX3 mRNA-specific translational activator PET494
ko:K17671	AEP1	ATPase expression protein 1, mitochondrial
ko:K17672	AEP2	ATPase expression protein 2, mitochondrial
ko:K17673	ATP22	mitochondrial translation factor ATP22
ko:K17674	SOV1	protein SOV1, mitochondrial
ko:K17675	SUPV3L1, SUV3	ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]
ko:K17676	CCE1	cruciform cutting endonuclease 1 [EC:3.1.21.10]
ko:K17677	IRC3	ATP-dependent helicase IRC3 [EC:5.6.2.-]
ko:K17678	MRH4	ATP-dependent RNA helicase MRH4, mitochondrial [EC:3.6.4.13]
ko:K17679	MSS116	ATP-dependent RNA helicase MSS116, mitochondrial [EC:3.6.4.13]
ko:K17686	copA, ctpA, ATP7	P-type Cu+ transporter [EC:7.2.2.8]
ko:K17714	SAM37, TOM37	sorting and assembly machinery component 37
ko:K17715	SAM35, TOM38	sorting and assembly machinery component 35
ko:K17732	PMPCB, MAS1	mitochondrial-processing peptidase subunit beta [EC:3.4.24.64]
ko:K17738	ARD	D-arabinitol 2-dehydrogenase [EC:1.1.1.250]
ko:K17741	GRE2	NADPH-dependent methylglyoxal reductase [EC:1.1.1.283]
ko:K17742	SOU1	sorbose reductase [EC:1.1.1.289]
ko:K17743	XYL1, XYRA	D-xylose reductase [EC:1.1.1.307 1.1.1.430 1.1.1.431]
ko:K17757	CARKD	ATP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.93]
ko:K17759	NAXE, nnrE	NAD(P)H-hydrate epimerase [EC:5.1.99.6]
ko:K17764	MMM1	maintenance of mitochondrial morphology protein 1
ko:K17765	MDM12	mitochondrial distribution and morphology protein 12
ko:K17768	TOM70	mitochondrial import receptor subunit TOM70
ko:K17769	TOM22	mitochondrial import receptor subunit TOM22
ko:K17770	TOM20	mitochondrial import receptor subunit TOM20
ko:K17771	TOM7	mitochondrial import receptor subunit TOM7
ko:K17772	TOM6	mitochondrial import receptor subunit TOM6
ko:K17773	TOM5	mitochondrial import receptor subunit TOM5
ko:K17774	MDM10	mitochondrial distribution and morphology protein 10
ko:K17775	MDM34, MMM2	mitochondrial distribution and morphology protein 34
ko:K17777	TIM9	mitochondrial import inner membrane translocase subunit TIM9
ko:K17778,ko:K17781		
ko:K17778,ko:K17793		
ko:K17780	TIM8	mitochondrial import inner membrane translocase subunit TIM8
ko:K17781	TIM13	mitochondrial import inner membrane translocase subunit TIM13
ko:K17782	MIA40, CHCHD4	mitochondrial intermembrane space import and assembly protein 40
ko:K17783,ko:K17891		
ko:K17783,ko:K18182		
ko:K17784	MICOS10, MINOS1, MIC10	MICOS complex subunit MIC10
ko:K17785	IMMT, MIC60	MICOS complex subunit MIC60
ko:K17786	MIC26	MICOS complex subunit MIC26
ko:K17787	MIC12	MICOS complex subunit MIC12
ko:K17788	MIC19	MICOS complex subunit MIC19
ko:K17789	MIC27	MICOS complex subunit MIC27
ko:K17790	TIM22	mitochondrial import inner membrane translocase subunit TIM22
ko:K17792	TIM54	mitochondrial import inner membrane translocase subunit TIM54
ko:K17793	TIM12	mitochondrial import inner membrane translocase subunit TIM12
ko:K17794	TIM23	mitochondrial import inner membrane translocase subunit TIM23
ko:K17795	TIM17	mitochondrial import inner membrane translocase subunit TIM17
ko:K17796	TIM21	mitochondrial import inner membrane translocase subunit TIM21
ko:K17797	COX18	mitochondrial inner membrane protein COX18
ko:K17798	MSS2	mitochondrial protein MSS2
ko:K17799	PNT1	pentamidine resistance factor, mitochondrial
ko:K17800	LETM1, MDM38	LETM1 and EF-hand domain-containing protein 1, mitochondrial
ko:K17801	MBA1	mitochondrial protein MBA1
ko:K17802	SOM1	mitochondrial inner membrane protease subunit SOM1
ko:K17803	OMS1	methyltransferase OMS1, mitochondrial [EC:2.1.1.-]
ko:K17804	TIM44	mitochondrial import inner membrane translocase subunit TIM44
ko:K17805	PAM16, TIM16	mitochondrial import inner membrane translocase subunit TIM16
ko:K17806	PAM17, TIM23	mitochondrial import inner membrane translocase subunit TIM23
ko:K17807	TAM41, MMP37	mitochondrial translocator assembly and maintenance protein 41
ko:K17808	ZIM17, DNLZ, Tim15	mitochondrial protein import protein ZIM17
ko:K17815	EXO5	exonuclease V [EC:3.1.-.-]
ko:K17818	ARD1	D-arabinitol dehydrogenase (NADP+) [EC:1.1.1.287]
ko:K17822	DCUN1D1_2	DCN1-like protein 1/2
ko:K17866	DPH2	diphthamide biosynthesis protein 2
ko:K17867	DPH4, DNAJC24	diphthamide biosynthesis protein 4
ko:K17868	DPH7, RRT2	diphthine methyl ester acylhydrolase [EC:3.1.1.97]
ko:K17871		
ko:K17878	NNT1	EEF1A N-terminal glycine/lysine methyltransferase [EC:2.1.1.-]
ko:K17887	SNX25, MDM1	sorting nexin-25
ko:K17900	ATG15, AUT5	lipase ATG15 [EC:3.1.1.3]
ko:K17906	ATG2	autophagy-related protein 2
ko:K17907	ATG9	autophagy-related protein 9
ko:K17908	WIPI1_2, ATG18	autophagy-related protein 18
ko:K17909	ATG23	autophagy-related protein 23
ko:K17917	SNX1_2	sorting nexin-1/2
ko:K17918	SNX3_12	sorting nexin-3/12
ko:K17919	SNX4	sorting nexin-4
ko:K17922	SNX8, MVP1	sorting nexin-8
ko:K17943,ko:K17944		
ko:K17945	TPM1_2	tropomyosin, fungi type
ko:K17967	UGO1	mitochondrial fusion and transport protein UGO1
ko:K17968	TRIAP1, MDM35	TRIAP1/MDM35 family protein
ko:K17969	FIS1, TTC11, MDV2	mitochondrial fission 1 protein
ko:K17971	BNR1	BNI1-related protein 1
ko:K17972	NAA20, NAT3	N-terminal acetyltransferase B complex catalytic subunit [EC:2.3.1.254]
ko:K17973	NAA25, MDM20	N-terminal acetyltransferase B complex non-catalytic subunit
ko:K17974	JSN1, PUF1	protein JSN1
ko:K17976	MMR1	mitochondrial MYO2 receptor-related protein 1
ko:K17977	YPT11	GTP-binding protein YPT11
ko:K17978	NUM1	nuclear migration protein NUM1
ko:K17979	MDM31	mitochondrial distribution and morphology protein 31
ko:K17980	MDM32	mitochondrial distribution and morphology protein 32
ko:K17981	MTFP1, MTP18	mitochondrial fission process protein 1
ko:K17983	SHE9	sensitive to high expression protein 9, mitochondrial
ko:K17984	ATG32	autophagy-related protein 32
ko:K17987,ko:K21997		
ko:K17989	SDS, SDH, CHA1	L-serine/L-threonine ammonia-lyase [EC:4.3.1.17 4.3.1.19]
ko:K18043	OCA1	tyrosine-protein phosphatase OCA1 [EC:3.1.3.48]
ko:K18044,ko:K18045		
ko:K18045	SIW14, OCA3	tyrosine-protein phosphatase SIW14 [EC:3.1.3.48]
ko:K18046	OCA6	tyrosine-protein phosphatase OCA6 [EC:3.1.3.48]
ko:K18064	ACR2	arsenical-resistance protein 2
ko:K18064,ko:K18065		
ko:K18083	MTMR6_7_8	myotubularin-related protein 6/7/8 [EC:3.1.3.64 3.1.3.95]
